Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171012070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M12x70                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171012075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M12x75                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171012080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M12x80                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171012085     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M12x85                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171012090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M12x90                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x100                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x120                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x130                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x20                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x25                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x30                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x35                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x40                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x45                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x50                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x55                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x60                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x65                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x70                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x75                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x80                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171014090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M14x90                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x100                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x110                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x120                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x130                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x140                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016160     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x160                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016180     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x180                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016190     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x190                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016020     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x20                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016025     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x25                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x30                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x35                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x40                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x45                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x50                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x55                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x60                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x65                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x70                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x75                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x80                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016085     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x85                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171016090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M16x90                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x100                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x120                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x30                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x35                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x40                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x45                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x50                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x60                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x65                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x70                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x80                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171018090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M18x90                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x100                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x110                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x120                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x130                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x140                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020160     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x160                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020170     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x170                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020180     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x180                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020190     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x190                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020200     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x200                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020030     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x30                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020035     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x35                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x40                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x45                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x50                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x55                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x60                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x65                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x70                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x75                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x80                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020085     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x85                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171020090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M20x90                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x100                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x130                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x150                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x40                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x50                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x60                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x65                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x70                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x80                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171022090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M22x90                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x100                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x110                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x120                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x130                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x140                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x150                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024160     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x160                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024170     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x170                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024180     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x180                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024040     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x40                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024045     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x45                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x50                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024055     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x55                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x60                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x65                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x70                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x75                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x80                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171024090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M24x90                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x100                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x110                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x120                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x130                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x140                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x150                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027050     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x50                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027060     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x60                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027065     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x65                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027070     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x70                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027075     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x75                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027080     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x80                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171027090     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M27x90                           ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030100     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x100                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030110     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x110                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030120     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x120                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030130     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x130                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030140     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x140                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 933 - Parafuso Cabeça Sextavada Rosca Total,Inox A2,,0933171030150     ,PARAFUSO SEXTAVADO INOX A2 DIN 933 RT M30x150                          ,,1
