Gama,Grupo,Artigo (norma / referência / formato),Material,Acabamento,Código,Descrição / medida,Equivalente,Stock
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x50                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006055     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x55                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006006     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x6                           ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006060     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x60                  ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006070     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x70               ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006008     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x8                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006080     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x80                    ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171006090     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M6x90          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008010     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x10                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008100     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x100                         ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008012     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x12                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008016     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x16                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008020     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x20                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008025     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x25                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008030     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x30                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008035     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008040     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x40                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008045     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x45                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008050     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x50                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008055     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x55                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008060     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x60                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008070     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x70                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A2,,0084171008080     ,PARAFUSO C/CIL C/F INOX A2 DIN 84 M8x80                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181010035     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M10x35                         ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181003010     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M3x10                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181003016     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M3x16                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181003035     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M3x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004010     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x10                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004012     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x12                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004016     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x16                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004020     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x20                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004025     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x25                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004030     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004045     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x45                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004050     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x50                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181004008     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M4x8                           ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005010     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x10                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005012     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x12                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005016     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x16                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005020     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x20                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005025     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x25                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005030     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005035     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x35                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005040     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x40                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005045     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x45                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005050     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x50                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005060     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x60                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181005070     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M5x70                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006010     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x10                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006012     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x12                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006016     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x16                          ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006020     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x20                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006025     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x25                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006030     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x30                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006035     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x35                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006050     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x50                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006070     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x70                 ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181006090     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M6x90                          ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Inox A4,,0084181008090     ,PARAFUSO C/CIL C/F INOX A4 DIN 84 M8x90                          ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003010     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x10                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003012     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003016     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003020     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x20                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003025     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x25                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003030     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x30                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003035     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x35                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003040     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x40                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003005     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x5                             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003006     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x6                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151003008     ,PARAFUSO C/CIL C/F LATAO DIN 84 M3x8                             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004010     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x10                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004012     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004016     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x16                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004020     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x20                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004025     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x25                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004030     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x30                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004035     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x35                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004040     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x40                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004045     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x45                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004050     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x50                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004006     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x6                             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151004008     ,PARAFUSO C/CIL C/F LATAO DIN 84 M4x8                             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005010     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x10                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005012     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005016     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005020     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x20                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005025     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x25                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005030     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x30                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005035     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x35                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005040     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x40                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005045     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x45                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005050     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x50                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005006     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x6                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151005008     ,PARAFUSO C/CIL C/F LATAO DIN 84 M5x8                             ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006010     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x10                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006012     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x12                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006016     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006020     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x20                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006025     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x25                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006030     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x30                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006035     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x35                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006040     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x40                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006045     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x45                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006050     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x50                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151006008     ,PARAFUSO C/CIL C/F LATAO DIN 84 M6x8                             ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008012     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x12                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008016     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x16                            ,,0
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008020     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x20                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008025     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x25                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008030     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x30                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008035     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x35                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008040     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x40                            ,,1
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008045     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x45                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008050     ,PARAFUSO C/CIL C/F LATAO DIN 84 M8x50                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 84 - Parafuso Cabeça Cilindrica c/ Fenda,Latão,,0084151008070     ,PARAFUSO C/CIL C/F LATÃO DIN 84 M8x70                            ,,2
Fixação,Parafusos Rosca de Metal,DIN 912 - Parafuso Cabeça Cilíndrica e Sextavado Interior,Aço 12.9,Zincado Branco,0912142010100     ,PARAFUSO CIL SEXTAVADO INT 12.9 ZnB DIN 912 M10x100                    ,,2
Fixação,Parafusos Rosca de Metal,DIN 912 - Parafuso Cabeça Cilíndrica e Sextavado Interior,Aço 12.9,Zincado Branco,0912142010110     ,PARAFUSO CIL SEXTAVADO INT 12.9 ZnB DIN 912 M10x110                    ,,2
Fixação,Parafusos Rosca de Metal,DIN 912 - Parafuso Cabeça Cilíndrica e Sextavado Interior,Aço 12.9,Zincado Branco,0912142010016     ,PARAFUSO CIL SEXTAVADO INT 12.9 ZnB DIN 912 M10x16                     ,,2
Fixação,Parafusos Rosca de Metal,DIN 912 - Parafuso Cabeça Cilíndrica e Sextavado Interior,Aço 12.9,Zincado Branco,0912142010160     ,PARAFUSO CIL SEXTAVADO INT 12.9 ZnB DIN 912 M10x160                    ,,2
