Gama;Grupo;Artigo;Família;Material;Acabamento;Código;Descrição / medida;Equivalente;Stock
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312035035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3,5x35                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312035040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3,5x40                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312035045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3,5x45                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312035050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3,5x50                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x12                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x16                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x18                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x20                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x25                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x30                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x35                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x40                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x45                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312003050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 3x50                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x16                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x18                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x20                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x25                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x30                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x35                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x40                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x45                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x50                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045060;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x60                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312045070;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4,5x70                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x12                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x16                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x18                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x20                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x25                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x30                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x35                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x40                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x45                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x50                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004060;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x60                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312004070;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 4x70                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005100;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x100                      ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x16                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x18                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x20                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x25                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x30                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x35                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x40                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x45                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x50                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005060;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x60                       ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005070;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x70                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005080;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x80                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312005090;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 5x90                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006100;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x100                      ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006110;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x110                      ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006120;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x120                      ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006130;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x130                      ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006140;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x140                      ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006150;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x150                      ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x30                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x40                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x45                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x50                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006060;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x60                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006070;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x70                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006080;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x80                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Branco;2345312006090;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnB 6x90                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313025012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 2,5x12                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313025016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 2,5x16                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313025018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 2,5x18                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313025020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 2,5x20                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x12                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x16                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x18                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x20                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x25                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x30                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x35                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x40                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x45                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313035050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3,5x50                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x12                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x16                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x18                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x20                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x25                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x30                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x35                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x40                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x45                       ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313003050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 3x50                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x16                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x18                     ;ISO 4014;2
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x20                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x25                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045030;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x30                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045035;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x35                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045040;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x40                     ;ISO 4014;0
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045045;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x45                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045050;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x50                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045060;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x60                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313045070;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4,5x70                     ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313004012;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4x12                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313004016;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4x16                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313004018;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4x18                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313004020;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4x20                       ;ISO 4014;1
Fixação;Parafusos Para Madeira;DIN 7505A ; Parafuso Cabeça de Embeber Pozidrive p/ Aglomerado ;Aço;Zincado Amarelo;2345313004025;PARAFUSO P/ AGLOMERADO CAB. EMBEBER PZ Fe ZnA 4x25                       ;ISO 4014;1
